Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year
Non-Consumable,17.7,Non-Counsumable,0.012593467,Household,167.6474,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.2902,16
Food,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.1576,16
Food,5.8,Low Fat,0.131489269,Dairy,89.7172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096,16
Food,14.5,Regular,0.064224789,Breads,262.7594,OUT017,2007,Medium,Tier 2,Supermarket Type1,7064.8038,18
Food,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,OUT017,2007,Medium,Tier 2,Supermarket Type1,986.7156,18
Food,12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318,OUT045,2002,Medium,Tier 2,Supermarket Type1,1263.0226,23
Food,17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886,OUT035,2004,Small,Tier 2,Supermarket Type1,1445.4518,21
Food,7.575,Low Fat,0.055476238,Dairy,196.8768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.4608,26
Food,9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,OUT013,1987,High,Tier 3,Supermarket Type1,2071.3038,38
Food,11.3,Low Fat,0.007273831,Meat,196.6426,OUT013,1987,High,Tier 3,Supermarket Type1,5141.3076,38
Food,12.857645184136183,Low Fat,0.144534212,Dairy,190.6504,OUT019,1985,Small,Tier 1,Grocery Store,575.2512,40
Food,13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,OUT045,2002,Medium,Tier 2,Supermarket Type1,1104.5622,23
Food,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.3738,16
Food,9.195,Regular,0.078060601,Meat,106.3596,OUT046,1997,Small,Tier 1,Supermarket Type1,2912.2092,28
Food,12.857645184136183,Low Fat,0.026740767,Frozen Foods,261.291,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,40
Drinks,15.75,Low Fat,0.140821917,Hard Drinks,252.9382,OUT049,1999,Medium,Tier 1,Supermarket Type1,2775.7202,26
Food,16.5,Regular,0.068403271,Canned,101.999,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,16
Food,12.857645184136183,Low Fat,0.057792343,Fruits and Vegetables,126.6994,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,40
Non-Consumable,20.5,Non-Counsumable,0.02312394,Others,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,2297.01,38
Food,17.6,Regular,0.047449835,Snack Foods,118.1782,OUT018,2009,Medium,Tier 3,Supermarket Type2,2621.9204,16
Drinks,8.775,Low Fat,0.110359004,Dairy,42.7428,OUT018,2009,Medium,Tier 3,Supermarket Type2,790.9704,16
Non-Consumable,10.1,Non-Counsumable,0.054620504,Health and Hygiene,197.5084,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.126,21
Non-Consumable,18.2,Non-Counsumable,0.057792343,Health and Hygiene,44.1086,OUT045,2002,Medium,Tier 2,Supermarket Type1,1115.215,23
Food,8.975,Regular,0.009051307,Canned,103.099,OUT013,1987,High,Tier 3,Supermarket Type1,309.597,38
Food,12.857645184136183,Regular,0.160722863,Fruits and Vegetables,65.7168,OUT027,1985,Medium,Tier 3,Supermarket Type3,2237.088,40
Food,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,OUT013,1987,High,Tier 3,Supermarket Type1,2694.4926,38
Food,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,OUT010,1998,Medium,Tier 3,Grocery Store,234.3616,27
Non-Consumable,14.75,Non-Counsumable,0.033024328,Health and Hygiene,236.6906,OUT018,2009,Medium,Tier 3,Supermarket Type2,3089.9778,16
Non-Consumable,20.5,Non-Counsumable,0.143574191,Household,37.219,OUT045,2002,Medium,Tier 2,Supermarket Type1,476.047,23
Food,14.65,Regular,0.099333217,Snack Foods,51.3666,OUT045,2002,Medium,Tier 2,Supermarket Type1,1076.5986,23
Food,19.2,Low Fat,0.12475207,Canned,90.9488,OUT017,2007,Medium,Tier 2,Supermarket Type1,633.8416,18
Non-Consumable,5.945,Non-Counsumable,0.093170838,Household,127.3652,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,26
Food,17.5,Regular,0.007538459,Dairy,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,4082.6856,21
Food,10.895,Regular,0.009676286,Dairy,122.873,OUT017,2007,Medium,Tier 2,Supermarket Type1,3448.844,18
Food,20.5,Low Fat,0.141792841,Starchy Foods,89.7172,OUT046,1997,Small,Tier 1,Supermarket Type1,1159.8236,28
Food,12.857645184136183,Regular,0.05436436,Starchy Foods,63.8168,OUT027,1985,Medium,Tier 3,Supermarket Type3,958.752,40
Food,13.65,Regular,0.031573246,Canned,99.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,299.61,16
Non-Consumable,15.7,Non-Counsumable,0.055943697,Health and Hygiene,150.6024,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384,38
Food,18.7,Regular,0.057792343,Frozen Foods,229.201,OUT035,2004,Small,Tier 2,Supermarket Type1,3215.814,21
Drinks,19.35,Regular,0.066831682,Soft Drinks,163.8868,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736,27
Food,16.0,Regular,0.065165046,Dairy,79.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846,26
Non-Consumable,6.965,Non-Counsumable,0.057792343,Household,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208,38
Food,11.395,Regular,0.069728296,Meat,233.9616,OUT045,2002,Medium,Tier 2,Supermarket Type1,1406.1696,23
Non-Consumable,7.5,Non-Counsumable,0.09660879,Household,56.9588,OUT045,2002,Medium,Tier 2,Supermarket Type1,744.3644,23
Drinks,6.115,Regular,0.007038478,Soft Drinks,189.253,OUT013,1987,High,Tier 3,Supermarket Type1,3605.307,38
Food,12.857645184136183,Regular,0.153456703,Dairy,264.091,OUT019,1985,Small,Tier 1,Grocery Store,262.991,40
Food,14.8,Regular,0.043982464,Breads,110.657,OUT045,2002,Medium,Tier 2,Supermarket Type1,2966.139,23
Food,8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,2004,Small,Tier 2,Supermarket Type1,383.5008,21
Food,15.5,Regular,0.086184647,Frozen Foods,50.9692,OUT018,2009,Medium,Tier 3,Supermarket Type2,394.1536,16
Food,19.35,Regular,0.082250863,Baking Goods,48.7034,OUT035,2004,Small,Tier 2,Supermarket Type1,534.6374,21
Drinks,12.857645184136183,Low Fat,0.034286109,Soft Drinks,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238,40
Food,19.2,Low Fat,0.100482186,Frozen Foods,111.8886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1667.829,16
Food,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.4912,26
Food,19.85,Low Fat,0.005230786,Dairy,265.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5034.7796,38
Food,13.65,Regular,0.08062523,Frozen Foods,259.6936,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.9488,21
Drinks,7.535,Low Fat,0.081787519,Soft Drinks,120.844,OUT046,1997,Small,Tier 1,Supermarket Type1,2157.192,28
Food,12.857645184136183,Low Fat,0.010615026,Frozen Foods,185.1898,OUT019,1985,Small,Tier 1,Grocery Store,374.1796,40
Food,12.857645184136183,Low Fat,0.009534758,Snack Foods,64.551,OUT027,1985,Medium,Tier 3,Supermarket Type3,1201.769,40
Food,5.59,Regular,0.056602818,Snack Foods,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,28
Food,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512,OUT035,2004,Small,Tier 2,Supermarket Type1,7028.1848,21
Food,19.85,Low Fat,0.05410964,Seafood,195.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.768,26
Food,17.6,Low Fat,0.058209079,Meat,153.6314,OUT045,2002,Medium,Tier 2,Supermarket Type1,5274.4676,23
Food,6.215,Regular,0.083056555,Baking Goods,224.4062,OUT010,1998,Medium,Tier 3,Grocery Store,225.7062,27
Food,15.1,Regular,0.020015391,Frozen Foods,128.831,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634,16
Food,13.35,Low Fat,0.102426197,Dairy,230.6352,OUT013,1987,High,Tier 3,Supermarket Type1,5725.88,38
Food,9.5,Regular,0.048761223,Starchy Foods,186.5898,OUT049,1999,Medium,Tier 1,Supermarket Type1,5238.5144,26
Food,11.8,Regular,0.057792343,Frozen Foods,179.2344,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.2128,21
Food,17.6,Low Fat,0.056281276,Frozen Foods,40.3454,OUT035,2004,Small,Tier 2,Supermarket Type1,796.9626,21
Food,19.85,Low Fat,0.008762556,Dairy,266.6884,OUT010,1998,Medium,Tier 3,Grocery Store,264.9884,27
Food,13.35,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,26
Drinks,18.85,Low Fat,0.137972993,Hard Drinks,158.4578,OUT017,2007,Medium,Tier 2,Supermarket Type1,1444.1202,18
Food,17.5,Low Fat,0.057792343,Snack Foods,102.999,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.771,28
Food,20.2,Regular,0.121940099,Snack Foods,95.3752,OUT017,2007,Medium,Tier 2,Supermarket Type1,1150.5024,18
Non-Consumable,5.88,Non-Counsumable,0.024926013,Household,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,26
Food,12.857645184136183,Regular,0.039031927,Snack Foods,95.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,40
Food,15.85,Low Fat,0.13727,Canned,94.4094,OUT017,2007,Medium,Tier 2,Supermarket Type1,1904.188,18
Food,5.985,Low Fat,0.095989602,Frozen Foods,127.3678,OUT045,2002,Medium,Tier 2,Supermarket Type1,508.6712,23
Food,18.85,Low Fat,0.142443405,Canned,170.4132,OUT017,2007,Medium,Tier 2,Supermarket Type1,4396.9432,18
Drinks,18.85,Low Fat,0.137410256,Hard Drinks,161.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1604.578,26
Food,7.51,Low Fat,0.104400238,Snack Foods,113.5544,OUT017,2007,Medium,Tier 2,Supermarket Type1,894.8352,18
Non-Consumable,16.2,Non-Counsumable,0.057792343,Household,190.8162,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.0754,21
Non-Consumable,17.6,Non-Counsumable,0.015750947,Household,182.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784,16
Non-Consumable,8.97,Non-Counsumable,0.092937216,Household,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384,38
Food,7.22,Regular,0.03828933,Baking Goods,64.751,OUT013,1987,High,Tier 3,Supermarket Type1,126.502,38
Food,12.857645184136183,Low Fat,0.208162156,Snack Foods,228.1694,OUT019,1985,Small,Tier 1,Grocery Store,228.3694,40
Food,8.71,Low Fat,0.121936216,Canned,94.4778,OUT017,2007,Medium,Tier 2,Supermarket Type1,2628.5784,18
Food,17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3516.7556,16
Food,15.85,Low Fat,0.069240685,Breads,217.5166,OUT045,2002,Medium,Tier 2,Supermarket Type1,653.1498,23
Food,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,2007,Medium,Tier 2,Supermarket Type1,2406.867,18
Food,12.857645184136183,Regular,0.08186804,Baking Goods,46.8034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1069.2748,40
Food,19.25,Regular,0.034753686,Canned,141.5496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.0944,26
Food,16.5,Low Fat,0.028476451,Snack Foods,91.0146,OUT045,2002,Medium,Tier 2,Supermarket Type1,1368.219,23
Food,13.5,Regular,0.067872402,Dairy,57.8562,OUT046,1997,Small,Tier 1,Supermarket Type1,355.5372,28
Food,12.857645184136183,Regular,0.026420581,Meat,250.9408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,40
Food,7.865,Low Fat,0.061183503,Breakfast,164.5526,OUT045,2002,Medium,Tier 2,Supermarket Type1,1644.526,23
Non-Consumable,10.6,Non-Counsumable,0.035247642,Health and Hygiene,84.7224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1619.2256,26
Food,12.857645184136183,Regular,0.02974207,Dairy,88.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3453.5046,40
Food,16.2,Regular,0.128397995,Frozen Foods,178.337,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496,21
Food,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.4512,26
Non-Consumable,7.235,Non-Counsumable,0.076791671,Household,116.4492,OUT013,1987,High,Tier 3,Supermarket Type1,2316.984,38
Drinks,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,1240.3854,21
Food,12.857645184136183,Regular,0.2004264,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.6542,40
Drinks,12.857645184136183,Low Fat,0.078589629,Soft Drinks,113.286,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464,40
Food,14.0,Regular,0.031261583,Canned,52.564,OUT035,2004,Small,Tier 2,Supermarket Type1,639.168,21
Food,19.85,Low Fat,0.005235143,Dairy,265.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,2649.884,28
Food,10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,2007,Medium,Tier 2,Supermarket Type1,852.224,18
Food,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,1998,Medium,Tier 3,Grocery Store,449.415,27
Food,10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,2007,Medium,Tier 2,Supermarket Type1,2303.668,18
Food,15.1,Low Fat,0.127334766,Baking Goods,88.283,OUT010,1998,Medium,Tier 3,Grocery Store,89.883,27
Non-Consumable,16.5,Non-Counsumable,0.036641597,Household,178.7318,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.0226,28
Food,13.35,Regular,0.014656564,Canned,208.5638,OUT045,2002,Medium,Tier 2,Supermarket Type1,2277.7018,23
Food,12.15,Low Fat,0.037864854,Meat,63.0826,OUT013,1987,High,Tier 3,Supermarket Type1,322.913,38
Food,13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,26
Food,20.75,Regular,0.12953868,Seafood,240.288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88,26
Food,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,1987,High,Tier 3,Supermarket Type1,5487.5236,38
Drinks,17.25,Low Fat,0.057792343,Dairy,171.5764,OUT045,2002,Medium,Tier 2,Supermarket Type1,4637.9628,23
Drinks,12.857645184136183,Regular,0.112119359,Soft Drinks,123.0388,OUT027,1985,Medium,Tier 3,Supermarket Type3,1981.4208,40
Food,12.857645184136183,Low Fat,0.057792343,Fruits and Vegetables,45.9402,OUT027,1985,Medium,Tier 3,Supermarket Type3,872.8638,40
Food,10.195,Low Fat,0.041907414,Snack Foods,43.8428,OUT013,1987,High,Tier 3,Supermarket Type1,175.7712,38
Non-Consumable,16.6,Non-Counsumable,0.027556247,Household,176.6344,OUT013,1987,High,Tier 3,Supermarket Type1,1962.7784,38
Food,17.6,Regular,0.076058484,Meat,111.8202,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636,38
Food,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.8928,28
Food,13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,2002,Medium,Tier 2,Supermarket Type1,2348.9424,23
Drinks,10.6,Low Fat,0.056884225,Dairy,231.9642,OUT049,1999,Medium,Tier 1,Supermarket Type1,3020.7346,26
Food,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.2736,18
Food,15.2,Low Fat,0.021207519,Canned,219.4824,OUT046,1997,Small,Tier 1,Supermarket Type1,1747.0592,28
Drinks,8.895,Low Fat,0.057792343,Hard Drinks,232.9616,OUT045,2002,Medium,Tier 2,Supermarket Type1,2812.3392,23
Drinks,11.8,Low Fat,0.113307794,Soft Drinks,187.0924,OUT035,2004,Small,Tier 2,Supermarket Type1,1850.924,21
Food,7.63,Regular,0.225476528,Snack Foods,45.1402,OUT010,1998,Medium,Tier 3,Grocery Store,45.9402,27
Food,6.55,Regular,0.034800079,Breads,157.5288,OUT017,2007,Medium,Tier 2,Supermarket Type1,1571.288,18
Food,16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,1987,High,Tier 3,Supermarket Type1,2783.044,38
Food,12.857645184136183,Low Fat,0.025612348,Fruits and Vegetables,168.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,3200.5006,40
Non-Consumable,7.235,Non-Counsumable,0.077290355,Household,116.9492,OUT017,2007,Medium,Tier 2,Supermarket Type1,2316.984,18
Food,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,2004,Small,Tier 2,Supermarket Type1,491.3604,21
Food,13.85,Regular,0.094265737,Breakfast,233.93,OUT010,1998,Medium,Tier 3,Grocery Store,233.03,27
Food,18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,OUT013,1987,High,Tier 3,Supermarket Type1,476.047,38
Food,18.6,Low Fat,0.01575657,Snack Foods,153.1366,OUT013,1987,High,Tier 3,Supermarket Type1,3173.8686,38
Food,6.615,Low Fat,0.156307983,Dairy,196.3426,OUT010,1998,Medium,Tier 3,Grocery Store,790.9704,27
Food,15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,1998,Medium,Tier 3,Grocery Store,153.134,27
Drinks,18.85,Low Fat,0.13747519,Hard Drinks,158.6578,OUT045,2002,Medium,Tier 2,Supermarket Type1,3369.6138,23
Food,7.235,Low Fat,0.057792343,Snack Foods,197.2452,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.9424,21
Food,7.825,Low Fat,0.07962861,Meat,63.4826,OUT046,1997,Small,Tier 1,Supermarket Type1,2002.0606,28
Non-Consumable,12.857645184136183,Non-Counsumable,0.03100078,Household,177.0054,OUT027,1985,Medium,Tier 3,Supermarket Type3,2101.2648,40
Food,19.7,Regular,0.016202582,Canned,188.2556,OUT035,2004,Small,Tier 2,Supermarket Type1,3379.6008,21
Food,12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,2004,Small,Tier 2,Supermarket Type1,494.0236,21
Food,10.65,Regular,0.085308611,Snack Foods,230.2668,OUT045,2002,Medium,Tier 2,Supermarket Type1,5759.17,23
Food,16.75,Regular,0.008564925,Meat,73.2038,OUT035,2004,Small,Tier 2,Supermarket Type1,1404.1722,21
Drinks,13.8,Low Fat,0.097457483,Dairy,55.393,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674,16
Non-Consumable,9.6,Non-Counsumable,0.029619203,Household,43.6086,OUT013,1987,High,Tier 3,Supermarket Type1,624.5204,38
Non-Consumable,13.1,Non-Counsumable,0.057792343,Others,189.253,OUT046,1997,Small,Tier 1,Supermarket Type1,1518.024,28
Drinks,14.6,Low Fat,0.150872868,Soft Drinks,47.5692,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376,23
Food,6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1180.4634,16
Food,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504,28
Non-Consumable,17.75,Non-Counsumable,0.111209003,Others,107.7912,OUT013,1987,High,Tier 3,Supermarket Type1,982.7208,38
Food,20.2,Regular,0.121153331,Snack Foods,97.3752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,38
Food,10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,2007,Medium,Tier 2,Supermarket Type1,1693.7952,18
Non-Consumable,20.25,Non-Counsumable,0.148163564,Household,232.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.8928,26
Food,12.857645184136183,Low Fat,0.028281197,Snack Foods,90.2146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3648.584,40
Food,5.86,Regular,0.150853308,Meat,156.0314,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.7082,28
Food,6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,2007,Medium,Tier 2,Supermarket Type1,1358.232,18
Food,19.7,Regular,0.018024769,Meat,104.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,28
Non-Consumable,9.8,Non-Counsumable,0.090448534,Others,194.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,774.9912,21
Food,12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,28
Food,19.35,Regular,0.109667698,Meat,166.0816,OUT010,1998,Medium,Tier 3,Grocery Store,671.1264,27
Non-Consumable,16.75,Non-Counsumable,0.075735621,Health and Hygiene,34.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,323.5788,28
Non-Consumable,19.1,Non-Counsumable,0.091917786,Others,182.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608,28
Food,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,1998,Medium,Tier 3,Grocery Store,190.4188,27
Food,19.5,Low Fat,0.082483516,Canned,179.2002,OUT013,1987,High,Tier 3,Supermarket Type1,2865.6032,38
Food,6.575,Regular,0.075507758,Breads,146.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884,28
Food,6.67,Regular,0.124126756,Snack Foods,88.9514,OUT017,2007,Medium,Tier 2,Supermarket Type1,2125.2336,18
Food,12.3,Low Fat,0.009425158,Baking Goods,74.838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1537.998,26
Food,16.1,Regular,0.024999711,Fruits and Vegetables,97.841,OUT045,2002,Medium,Tier 2,Supermarket Type1,1255.033,23
Food,12.857645184136183,Regular,0.058545606,Meat,155.8314,OUT019,1985,Small,Tier 1,Grocery Store,310.2628,40
Non-Consumable,17.35,Non-Counsumable,0.020676141,Others,80.6618,OUT017,2007,Medium,Tier 2,Supermarket Type1,1208.427,18
Food,15.35,Low Fat,0.02346559,Frozen Foods,35.219,OUT010,1998,Medium,Tier 3,Grocery Store,36.619,27
Food,8.975,Regular,0.05272914,Canned,86.4224,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.6688,28
Non-Consumable,13.15,Non-Counsumable,0.024630755,Household,178.2686,OUT013,1987,High,Tier 3,Supermarket Type1,2666.529,38
Non-Consumable,19.5,Non-Counsumable,0.014274292,Household,55.6614,OUT046,1997,Small,Tier 1,Supermarket Type1,718.3982,28
Non-Consumable,15.1,Non-Counsumable,0.059313603,Household,238.1248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,21
Food,5.465,Regular,0.048518008,Baking Goods,132.9626,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9268,21
Food,17.75,Low Fat,0.073349552,Seafood,34.2216,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,38
Food,12.857645184136183,Low Fat,0.055648052,Baking Goods,100.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.6448,40
Drinks,6.96,Low Fat,0.077129323,Soft Drinks,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774,38
Food,17.85,Low Fat,0.087824967,Breads,196.0794,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.7146,16
Food,5.095,Regular,0.130031207,Snack Foods,142.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,561.9352,16
Drinks,5.73,Low Fat,0.045334098,Soft Drinks,87.0882,OUT013,1987,High,Tier 3,Supermarket Type1,1803.6522,38
Non-Consumable,7.5,Non-Counsumable,0.096333029,Household,57.8588,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176,38
Food,7.855,Regular,0.073858923,Dairy,218.6482,OUT013,1987,High,Tier 3,Supermarket Type1,3723.8194,38
Drinks,5.655,Low Fat,0.175047104,Soft Drinks,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,1895.5326,21
Non-Consumable,12.15,Non-Counsumable,0.132952286,Health and Hygiene,37.6506,OUT010,1998,Medium,Tier 3,Grocery Store,37.9506,27
Food,9.6,Low Fat,0.086145867,Snack Foods,258.362,OUT010,1998,Medium,Tier 3,Grocery Store,259.662,27
Non-Consumable,18.85,Non-Counsumable,0.0520115,Health and Hygiene,190.3846,OUT013,1987,High,Tier 3,Supermarket Type1,3630.6074,38
Food,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,2004,Small,Tier 2,Supermarket Type1,3560.6984,21
Food,12.15,Regular,0.071440118,Meat,182.295,OUT010,1998,Medium,Tier 3,Grocery Store,549.285,27
Drinks,19.6,Low Fat,0.03395415,Soft Drinks,56.4614,OUT049,1999,Medium,Tier 1,Supermarket Type1,773.6596,26
Food,16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856,28
Food,12.857645184136183,Low Fat,0.020769677,Dairy,117.5782,OUT027,1985,Medium,Tier 3,Supermarket Type3,2741.0986,40
Food,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2098.6016,21
Non-Consumable,6.825,Non-Counsumable,0.059846975,Health and Hygiene,262.5226,OUT046,1997,Small,Tier 1,Supermarket Type1,9779.9362,28
Food,12.857645184136183,Regular,0.014342659,Canned,103.7674,OUT019,1985,Small,Tier 1,Grocery Store,203.7348,40
Drinks,7.97,Low Fat,0.057667173,Soft Drinks,172.1422,OUT010,1998,Medium,Tier 3,Grocery Store,517.3266,27
Drinks,17.25,Low Fat,0.037155206,Soft Drinks,166.4526,OUT013,1987,High,Tier 3,Supermarket Type1,3782.4098,38
Non-Consumable,9.1,Non-Counsumable,0.080417724,Household,48.8718,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.4462,26
Non-Consumable,19.2,Non-Counsumable,0.041227831,Household,129.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465,28
Food,12.857645184136183,Regular,0.102226474,Canned,91.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,3075.996,40
Food,12.857645184136183,Regular,0.178210285,Meat,95.7752,OUT027,1985,Medium,Tier 3,Supermarket Type3,3930.8832,40
Food,14.5,Regular,0.06904249,Canned,41.4454,OUT010,1998,Medium,Tier 3,Grocery Store,41.9454,27
Food,12.857645184136183,Regular,0.052791124,Baking Goods,98.5384,OUT019,1985,Small,Tier 1,Grocery Store,591.2304,40
Food,17.75,Regular,0.067607749,Baking Goods,188.024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36,26
Food,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,2007,Medium,Tier 2,Supermarket Type1,1765.0358,18
Food,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,2007,Medium,Tier 2,Supermarket Type1,3295.71,18
Non-Consumable,16.35,Non-Counsumable,0.091074449,Household,196.811,OUT017,2007,Medium,Tier 2,Supermarket Type1,3338.987,18
Drinks,5.655,Low Fat,0.057792343,Soft Drinks,147.5102,OUT046,1997,Small,Tier 1,Supermarket Type1,1166.4816,28
